-20	-2.75252
-19.962	-3.00707
-19.924	-3.25727
-19.886	-3.50277
-19.848	-3.74322
-19.81	-3.97826
-19.772	-4.20756
-19.734	-4.43078
-19.696	-4.6476
-19.658	-4.85771
-19.62	-5.06081
-19.582	-5.25661
-19.544	-5.44481
-19.506	-5.62515
-19.468	-5.79737
-19.43	-5.96122
-19.392	-6.11647
-19.354	-6.26288
-19.316	-6.40025
-19.278	-6.52838
-19.24	-6.64708
-19.202	-6.75619
-19.164	-6.85554
-19.126	-6.94499
-19.088	-7.02441
-19.05	-7.0937
-19.012	-7.15274
-18.974	-7.20145
-18.936	-7.23977
-18.898	-7.26763
-18.86	-7.285
-18.822	-7.29185
-18.784	-7.28818
-18.746	-7.27398
-18.708	-7.24928
-18.67	-7.21411
-18.632	-7.16852
-18.594	-7.11259
-18.556	-7.04639
-18.518	-6.97001
-18.48	-6.88357
-18.442	-6.78719
-18.404	-6.68101
-18.366	-6.56518
-18.328	-6.43988
-18.29	-6.30528
-18.252	-6.16157
-18.214	-6.00897
-18.176	-5.84769
-18.138	-5.67797
-18.1	-5.50005
-18.062	-5.31419
-18.024	-5.12066
-17.986	-4.91973
-17.948	-4.7117
-17.91	-4.49687
-17.872	-4.27554
-17.834	-4.04804
-17.796	-3.8147
-17.758	-3.57585
-17.72	-3.33183
-17.682	-3.08301
-17.644	-2.82973
-17.606	-2.57237
-17.568	-2.3113
-17.53	-2.04689
-17.492	-1.77952
-17.454	-1.50958
-17.416	-1.23746
-17.378	-0.96356
-17.34	-0.688265
-17.302	-0.411977
-17.264	-0.135093
-17.226	0.141985
-17.188	0.418858
-17.15	0.695127
-17.112	0.970392
-17.074	1.24426
-17.036	1.51632
-16.998	1.7862
-16.96	2.0535
-16.922	2.31783
-16.884	2.57882
-16.846	2.83609
-16.808	3.08926
-16.77	3.33796
-16.732	3.58185
-16.694	3.82057
-16.656	4.05377
-16.618	4.28112
-16.58	4.50229
-16.542	4.71696
-16.504	4.92481
-16.466	5.12556
-16.428	5.31891
-16.39	5.50457
-16.352	5.68229
-16.314	5.8518
-16.276	6.01287
-16.238	6.16525
-16.2	6.30874
-16.162	6.44311
-16.124	6.56818
-16.086	6.68377
-16.048	6.7897
-16.01	6.88584
-15.972	6.97203
-15.934	7.04816
-15.896	7.11411
-15.858	7.16978
-15.82	7.21511
-15.782	7.25002
-15.744	7.27446
-15.706	7.2884
-15.668	7.29181
-15.63	7.2847
-15.592	7.26707
-15.554	7.23894
-15.516	7.20037
-15.478	7.1514
-15.44	7.0921
-15.402	7.02256
-15.364	6.94289
-15.326	6.85319
-15.288	6.75359
-15.25	6.64424
-15.212	6.5253
-15.174	6.39694
-15.136	6.25935
-15.098	6.11271
-15.06	5.95725
-15.022	5.79319
-14.984	5.62077
-14.946	5.44023
-14.908	5.25183
-14.87	5.05585
-14.832	4.85257
-14.794	4.64229
-14.756	4.4253
-14.718	4.20192
-14.68	3.97248
-14.642	3.7373
-14.604	3.49673
-14.566	3.2511
-14.528	3.00079
-14.49	2.74614
-14.452	2.48752
-14.414	2.22531
-14.376	1.95989
-14.338	1.69165
-14.3	1.42095
-14.262	1.14821
-14.224	0.873809
-14.186	0.598146
-14.148	0.32162
-14.11	0.0446288
-14.072	-0.232427
-14.034	-0.509146
-13.996	-0.785131
-13.958	-1.05998
-13.92	-1.3333
-13.882	-1.6047
-13.844	-1.87378
-13.806	-2.14015
-13.768	-2.40343
-13.73	-2.66325
-13.692	-2.91921
-13.654	-3.17097
-13.616	-3.41814
-13.578	-3.66038
-13.54	-3.89733
-13.502	-4.12866
-13.464	-4.35403
-13.426	-4.57311
-13.388	-4.78558
-13.35	-4.99115
-13.312	-5.18951
-13.274	-5.38038
-13.236	-5.56348
-13.198	-5.73855
-13.16	-5.90533
-13.122	-6.06359
-13.084	-6.21309
-13.046	-6.35362
-13.008	-6.48497
-12.97	-6.60697
-12.932	-6.71942
-12.894	-6.82217
-12.856	-6.91508
-12.818	-6.99799
-12.78	-7.07081
-12.742	-7.13341
-12.704	-7.18572
-12.666	-7.22765
-12.628	-7.25914
-12.59	-7.28016
-12.552	-7.29066
-12.514	-7.29064
-12.476	-7.28009
-12.438	-7.25903
-12.4	-7.22749
-12.362	-7.18551
-12.324	-7.13316
-12.286	-7.07051
-12.248	-6.99765
-12.21	-6.91468
-12.172	-6.82174
-12.134	-6.71894
-12.096	-6.60644
-12.058	-6.48441
-12.02	-6.35301
-11.982	-6.21244
-11.944	-6.0629
-11.906	-5.90461
-11.868	-5.73779
-11.83	-5.56268
-11.792	-5.37955
-11.754	-5.18864
-11.716	-4.99025
-11.678	-4.78465
-11.64	-4.57214
-11.602	-4.35304
-11.564	-4.12764
-11.526	-3.89629
-11.488	-3.65931
-11.45	-3.41705
-11.412	-3.16985
-11.374	-2.91808
-11.336	-2.66209
-11.298	-2.40226
-11.26	-2.13896
-11.222	-1.87257
-11.184	-1.60348
-11.146	-1.33208
-11.108	-1.05875
-11.07	-0.78389
-11.032	-0.5079
-10.994	-0.231177
-10.956	0.0458806
-10.918	0.322872
-10.88	0.599397
-10.842	0.875056
-10.804	1.14945
-10.766	1.42219
-10.728	1.69287
-10.69	1.96111
-10.652	2.22652
-10.614	2.48871
-10.576	2.74731
-10.538	3.00195
-10.5	3.25225
-10.462	3.49785
-10.424	3.73841
-10.386	3.97356
-10.348	4.20298
-10.31	4.42634
-10.272	4.6433
-10.234	4.85355
-10.196	5.0568
-10.158	5.25275
-10.12	5.44112
-10.082	5.62162
-10.044	5.79402
-10.006	5.95804
-9.968	6.11347
-9.93	6.26007
-9.892	6.39763
-9.854	6.52595
-9.816	6.64485
-9.778	6.75416
-9.74	6.85372
-9.702	6.94338
-9.664	7.02302
-9.626	7.09251
-9.588	7.15177
-9.55	7.2007
-9.512	7.23924
-9.474	7.26732
-9.436	7.28491
-9.398	7.29198
-9.36	7.28853
-9.322	7.27455
-9.284	7.25007
-9.246	7.21513
-9.208	7.16976
-9.17	7.11405
-9.132	7.04806
-9.094	6.9719
-9.056	6.88567
-9.018	6.7895
-8.98	6.68353
-8.942	6.56791
-8.904	6.44281
-8.866	6.30841
-8.828	6.1649
-8.79	6.01248
-8.752	5.85139
-8.714	5.68185
-8.676	5.50411
-8.638	5.31843
-8.6	5.12506
-8.562	4.9243
-8.524	4.71642
-8.486	4.50174
-8.448	4.28056
-8.41	4.0532
-8.372	3.81999
-8.334	3.58127
-8.296	3.33738
-8.258	3.08867
-8.22	2.8355
-8.182	2.57824
-8.144	2.31726
-8.106	2.05293
-8.068	1.78564
-8.03	1.51578
-7.992	1.24373
-7.954	0.969884
-7.916	0.694641
-7.878	0.418397
