0	0
0.1	0
0.2	0
0.3	-2.7467e-05
0.4	-7.68747e-05
0.5	-0.000147969
0.6	-0.000240405
0.7	-0.00035372
0.8	-0.000487342
0.9	-0.000640591
1	-0.000812694
1.1	-0.00100278
1.2	-0.00120992
1.3	-0.00143307
1.4	-0.00167117
1.5	-0.00192307
1.6	-0.0021876
1.7	-0.00246355
1.8	-0.00274967
1.9	-0.0030447
2	-0.00334739
2.1	-0.00365644
2.2	-0.0039706
2.3	-0.0042886
2.4	-0.00460919
2.5	-0.00493113
2.6	-0.00525319
2.7	-0.00557419
2.8	-0.00589293
2.9	-0.00620825
3	-0.006519
3.1	-0.00682405
3.2	-0.00712229
3.3	-0.0074126
3.4	-0.0076939
3.5	-0.00796509
3.6	-0.00822508
3.7	-0.00847278
3.8	-0.00870709
3.9	-0.00892693
4	-0.00913119
4.1	-0.00931874
4.2	-0.00948846
4.3	-0.00963923
4.4	-0.00976989
4.5	-0.00987929
4.6	-0.00996627
4.7	-0.0100297
4.8	-0.0100684
4.9	-0.0100812
5	-0.010067
5.1	-0.0100247
5.2	-0.00995328
5.3	-0.00985162
5.4	-0.00971878
5.5	-0.00955384
5.6	-0.00935596
5.7	-0.00912438
5.8	-0.00885846
5.9	-0.00855764
6	-0.00822149
6.1	-0.00784972
6.2	-0.00744216
6.3	-0.00699881
6.4	-0.00651981
6.5	-0.00600548
6.6	-0.00545628
6.7	-0.00487287
6.8	-0.00425606
6.9	-0.00360684
7	-0.00292637
7.1	-0.00221597
7.2	-0.0014771
7.3	-0.000711391
7.4	7.93957e-05
7.5	0.000893376
7.6	0.00172855
7.7	0.00258282
7.8	0.003454
7.9	0.00433985
8	0.00523804
8.1	0.00614625
8.2	0.0070621
8.3	0.00798322
8.4	0.00890723
8.5	0.0098318
8.6	0.0107546
8.7	0.0116734
8.8	0.0125858
8.9	0.0134899
9	0.0143834
9.1	0.0152643
9.2	0.0161307
9.3	0.0169807
9.4	0.0178123
9.5	0.018624
9.6	0.0194139
9.7	0.0201805
9.8	0.0209221
9.9	0.0216372
10	0.0223244
10.1	0.0229821
10.2	0.0236089
10.3	0.0242034
10.4	0.0247641
10.5	0.0252896
10.6	0.0257785
10.7	0.0262294
10.8	0.0266408
10.9	0.0270112
11	0.0273392
11.1	0.0276231
11.2	0.0278614
11.3	0.0280527
11.4	0.0281952
11.5	0.0282875
11.6	0.0283278
11.7	0.0283147
11.8	0.0282465
11.9	0.0281217
12	0.0279389
12.1	0.0276965
12.2	0.0273933
12.3	0.0270279
12.4	0.0265993
12.5	0.0261064
12.6	0.0255485
12.7	0.0249247
12.8	0.0242347
12.9	0.0234782
13	0.0226551
13.1	0.0217657
13.2	0.0208104
13.3	0.01979
13.4	0.0187055
13.5	0.0175581
13.6	0.0163495
13.7	0.0150814
13.8	0.0137561
13.9	0.012376
14	0.0109438
14.1	0.00946228
